<<<<<<<<<<

1. НУ      : Vпр = 120 км/ч , Hа = 200 м , САУ : стаб Углов, Vпр
   Задание : отработка САУ перехода по Hа : 200м --> 600м

Thu Apr 05 14:13:48 2018
  iSOK Time_SPNM     xrK     xrT    rddr    aShG    ShNV     Ha       V      Vpr      Vy     kur        gam        tng        psi        tet        alf      bet     snos       wx       wy       wz      ax1      ay1      az1      Pst         q       Gp      Tnv      Trv     fig         lag      SO HH:MM:SS:MS
     80  918.280   13.66  -43.17   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29275    0.09864    1.68765  358.66235   -0.00070    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.4    354.9   42.6853617  39.9476056 0 00:15:18.280
     81  918.300   13.66  -43.17   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29275    0.09864    1.68763  358.66235   -0.00075    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.4    354.9   42.6853677  39.9476058 0 00:15:18.300
     82  918.320   13.66  -43.17   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29275    0.09864    1.68761  358.66234   -0.00079    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.4    354.9   42.6853737  39.9476060 0 00:15:18.320
     83  918.340   13.66  -43.17   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29275    0.09863    1.68759  358.66234   -0.00083    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.4    354.9   42.6853797  39.9476062 0 00:15:18.340
     84  918.360   13.66  -43.17   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29275    0.09863    1.68757  358.66233   -0.00088    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.4    354.9   42.6853857  39.9476064 0 00:15:18.360
     85  918.380   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29275    0.09863    1.68754  358.66233   -0.00092    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.3    354.9   42.6853918  39.9476066 0 00:15:18.380
     86  918.400   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29274    0.09862    1.68752  358.66232   -0.00097    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.4    354.9   42.6853978  39.9476067 0 00:15:18.400
     87  918.420   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29274    0.09862    1.68750  358.66232   -0.00101    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.4    354.9   42.6854038  39.9476069 0 00:15:18.420
     88  918.440   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29274    0.09861    1.68748  358.66231   -0.00105    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.4    354.9   42.6854098  39.9476071 0 00:15:18.440
     89  918.460   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29274    0.09861    1.68745  358.66231   -0.00110    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.4    354.9   42.6854159  39.9476073 0 00:15:18.460
     90  918.480   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29274    0.09861    1.68743  358.66230   -0.00114    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.3    354.9   42.6854219  39.9476075 0 00:15:18.480
     91  918.500   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29274    0.09860    1.68741  358.66230   -0.00118    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.2   9682.3    354.9   42.6854279  39.9476077 0 00:15:18.500
     92  918.520   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29273    0.09860    1.68738  358.66229   -0.00123    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.3    354.9   42.6854339  39.9476079 0 00:15:18.520
     93  918.540   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29273    0.09859    1.68736  358.66229   -0.00127    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6854400  39.9476081 0 00:15:18.540
     94  918.560   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29273    0.09859    1.68733  358.66228   -0.00131    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6854460  39.9476083 0 00:15:18.560
     95  918.580   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29273    0.09858    1.68731  358.66228   -0.00135    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6854520  39.9476085 0 00:15:18.580
     96  918.600   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29273    0.09858    1.68729  358.66227   -0.00140    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.3    354.9   42.6854580  39.9476087 0 00:15:18.600
     97  918.620   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29272    0.09857    1.68726  358.66227   -0.00144    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.3    354.9   42.6854641  39.9476089 0 00:15:18.620
     98  918.640   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29272    0.09857    1.68724  358.66226   -0.00148    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.3    354.9   42.6854701  39.9476091 0 00:15:18.640
     99  918.660   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29272    0.09856    1.68721  358.66226   -0.00152    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6854761  39.9476092 0 00:15:18.660
    100  918.680   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29272    0.09856    1.68719  358.66225   -0.00157    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6854821  39.9476094 0 00:15:18.680
    101  918.700   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29271    0.09855    1.68716  358.66225   -0.00161    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.3    354.9   42.6854882  39.9476096 0 00:15:18.700
    102  918.720   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29271    0.09855    1.68713  358.66224   -0.00165    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.3    354.9   42.6854942  39.9476098 0 00:15:18.720
    103  918.740   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29271    0.09854    1.68711  358.66224   -0.00169    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.3    354.9   42.6855002  39.9476100 0 00:15:18.740
    104  918.760   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29271    0.09854    1.68708  358.66223   -0.00173    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855062  39.9476102 0 00:15:18.760
    105  918.780   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29271    0.09853    1.68706  358.66223   -0.00177    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855123  39.9476104 0 00:15:18.780
    106  918.800   13.66  -43.18   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29270    0.09853    1.68703  358.66223   -0.00181    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855183  39.9476106 0 00:15:18.800
    107  918.820   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29270    0.09852    1.68700  358.66222   -0.00185    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855243  39.9476108 0 00:15:18.820
    108  918.840   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29270    0.09852    1.68698  358.66222   -0.00189    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855303  39.9476110 0 00:15:18.840
    109  918.860   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29270    0.09851    1.68695  358.66221   -0.00194    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855364  39.9476112 0 00:15:18.860
    110  918.880   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29269    0.09850    1.68692  358.66221   -0.00198    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855424  39.9476114 0 00:15:18.880
    111  918.900   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29269    0.09850    1.68690  358.66220   -0.00202    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855484  39.9476116 0 00:15:18.900
    112  918.920   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29269    0.09849    1.68687  358.66220   -0.00205    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855544  39.9476117 0 00:15:18.920
    113  918.940   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29269    0.09849    1.68684  358.66219   -0.00209    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855605  39.9476119 0 00:15:18.940
    114  918.960   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29268    0.09848    1.68681  358.66219   -0.00213    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855665  39.9476121 0 00:15:18.960
    115  918.980   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29268    0.09847    1.68679  358.66219   -0.00217    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855725  39.9476123 0 00:15:18.980
    116  919.000   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29268    0.09847    1.68676  358.66218   -0.00221    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855785  39.9476125 0 00:15:19.000
    117  919.020   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29268    0.09846    1.68673  358.66218   -0.00225    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.1   9682.4    354.9   42.6855846  39.9476127 0 00:15:19.020
    118  919.040   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29267    0.09846    1.68670  358.66217   -0.00229    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.4    354.9   42.6855906  39.9476129 0 00:15:19.040
    119  919.060   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29267    0.09845    1.68667  358.66217   -0.00233    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.4    354.9   42.6855966  39.9476131 0 00:15:19.060
    120  919.080   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29267    0.09844    1.68664  358.66217   -0.00236    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.4    354.9   42.6856026  39.9476133 0 00:15:19.080
    121  919.100   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29266    0.09844    1.68662  358.66216   -0.00240    1.684    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.4    354.9   42.6856087  39.9476135 0 00:15:19.100
    122  919.120   13.66  -43.19   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29266    0.09843    1.68659  358.66216   -0.00244    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.4    354.9   42.6856147  39.9476137 0 00:15:19.120
    123  919.140   13.66  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29266    0.09842    1.68656  358.66215   -0.00248    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.4    354.9   42.6856207  39.9476139 0 00:15:19.140
    124  919.160   13.66  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29266    0.09841    1.68653  358.66215   -0.00251    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.5    354.9   42.6856267  39.9476141 0 00:15:19.160
    125  919.180   13.66  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29265    0.09841    1.68650  358.66215   -0.00254    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.5    354.9   42.6856328  39.9476143 0 00:15:19.180
    126  919.200   13.66  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29265    0.09840    1.68647  358.66214   -0.00258    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.5    354.9   42.6856388  39.9476144 0 00:15:19.200
    127  919.220   13.66  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29265    0.09839    1.68644  358.66214   -0.00261    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.5    354.9   42.6856448  39.9476146 0 00:15:19.220
    128  919.240   13.66  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29265    0.09839    1.68641  358.66213   -0.00264    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.801    0.005  742.153     68.7   9727.0   9682.5    354.9   42.6856508  39.9476148 0 00:15:19.240
    129  919.260   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29264    0.09838    1.68638  358.66213   -0.00267    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6856568  39.9476150 0 00:15:19.260
    130  919.280   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29264    0.09837    1.68636  358.66213   -0.00270    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6856629  39.9476152 0 00:15:19.280
    131  919.300   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29264    0.09836    1.68633  358.66212   -0.00273    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6856689  39.9476154 0 00:15:19.300
    132  919.320   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29263    0.09836    1.68630  358.66212   -0.00276    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6856749  39.9476156 0 00:15:19.320
    133  919.340   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29263    0.09835    1.68627  358.66212   -0.00279    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6856809  39.9476158 0 00:15:19.340
    134  919.360   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29263    0.09834    1.68624  358.66211   -0.00282    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6856870  39.9476160 0 00:15:19.360
    135  919.380   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29262    0.09833    1.68621  358.66211   -0.00285    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6856930  39.9476162 0 00:15:19.380
    136  919.400   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29262    0.09833    1.68618  358.66211   -0.00288    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6856990  39.9476164 0 00:15:19.400
    137  919.420   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29262    0.09832    1.68615  358.66210   -0.00291    1.685    2.633    0.013   -0.000   -0.000   -0.001    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6857050  39.9476166 0 00:15:19.420
    138  919.440   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29261    0.09831    1.68612  358.66210   -0.00294    1.685    2.633    0.013   -0.000   -0.000   -0.002    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6857111  39.9476168 0 00:15:19.440
    139  919.460   13.65  -43.20   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29261    0.09830    1.68609  358.66210   -0.00296    1.685    2.633    0.013   -0.000   -0.000   -0.002    0.290    9.802    0.005  742.153     68.7   9727.0   9682.6    354.9   42.6857171  39.9476169 0 00:15:19.460
    140  919.480   13.65  -43.21   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29261    0.09829    1.68606  358.66209   -0.00299    1.685    2.633    0.013   -0.000   -0.000   -0.002    0.290    9.802    0.005  742.153     68.7   9727.0   9682.7    354.9   42.6857231  39.9476171 0 00:15:19.480
    141  919.500   13.65  -43.21   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29261    0.09829    1.68603  358.66209   -0.00302    1.685    2.633    0.013   -0.000   -0.000   -0.002    0.290    9.802    0.005  742.153     68.7   9727.0   9682.7    354.9   42.6857291  39.9476173 0 00:15:19.500
    142  919.520   13.65  -43.21   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29260    0.09828    1.68600  358.66209   -0.00304    1.685    2.633    0.013   -0.000   -0.000   -0.002    0.290    9.802    0.005  742.153     68.7   9727.0   9682.7    354.9   42.6857352  39.9476175 0 00:15:19.520
    143  919.540   13.65  -43.21   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29260    0.09827    1.68597  358.66208   -0.00307    1.685    2.633    0.013   -0.000   -0.000   -0.002    0.290    9.802    0.005  742.153     68.7   9727.0   9682.7    354.9   42.6857412  39.9476177 0 00:15:19.540
    144  919.560   13.65  -43.21   13.17   28.87    9.22   200.01  120.58  119.39   -0.00    1.29260    0.09826    1.68594  358.66208   -0.00309    1.685    2.633    0.013   -0.000   -0.000   -0.002    0.290    9.802    0.005  742.153     68.7   9726.9   9682.7    354.9   42.6857472  39.9476179 0 00:15:19.560
